ST001,6,05.00.00,02,01,2006,0,M13,1,B,26.6,1,C,26.0,1,D,27.1,2,B,0.0,3,B,13.1,4,B,30,5,B,359,6,B,0.0,6,D,0.0,7,B,*,8,B,19,9,B,100.0,10,B,25.3,#48
ST001,6,08.52.00,03,09,2018,0,M13,1,B,25.8,1,C,25.7,1,D,26.0,2,B,0.0,3,B,13.1,4,B,33,5,B,1,6,B,0.0,6,D,0.0,7,B,*,8,B,19,9,B,100.0,10,B,23.9,#48
ST001,6,09.00.00,03,09,2018,0,M13,1,B,25.4,1,C,25.3,1,D,25.6,2,B,0.0,3,B,13.1,4,B,33,5,B,2,6,B,0.0,6,D,0.0,7,B,*,8,B,20,9,B,100.0,10,B,23.4,#48
ST001,6,09.15.00,03,09,2018,0,M13,1,B,25.1,1,C,24.9,1,D,25.3,2,B,0.0,3,B,13.1,4,B,34,5,B,3,6,B,0.0,6,D,0.0,7,B,*,8,B,24,9,B,100.0,10,B,23.0,#48
ST001,6,09.30.00,03,09,2018,0,M13,1,B,24.7,1,C,24.6,1,D,24.9,2,B,0.0,3,B,13.1,4,B,35,5,B,1,6,B,0.0,6,D,0.0,7,B,*,8,B,22,9,B,100.0,10,B,22.7,#48
ST001,6,09.45.00,03,09,2018,0,M13,1,B,24.5,1,C,24.5,1,D,24.6,2,B,0.0,3,B,13.1,4,B,36,5,B,342,6,B,0.0,6,D,0.0,7,B,*,8,B,22,9,B,100.0,10,B,22.6,#48
ST001,6,10.00.00,03,09,2018,0,M13,1,B,24.5,1,C,24.4,1,D,24.5,2,B,0.0,3,B,13.1,4,B,37,5,B,330,6,B,0.0,6,D,0.0,7,B,*,8,B,22,9,B,100.0,10,B,23.0,#48
ST001,6,10.15.00,03,09,2018,0,M13,1,B,24.5,1,C,24.5,1,D,24.6,2,B,0.0,3,B,13.1,4,B,37,5,B,330,6,B,0.0,6,D,0.0,7,B,*,8,B,22,9,B,100.0,10,B,23.3,#48
ST001,6,10.30.00,03,09,2018,0,M13,1,B,24.6,1,C,24.5,1,D,24.6,2,B,0.0,3,B,13.1,4,B,37,5,B,330,6,B,0.0,6,D,0.0,7,B,*,8,B,22,9,B,100.0,10,B,23.4,#48
ST001,6,10.45.00,03,09,2018,0,M13,1,B,24.6,1,C,24.6,1,D,24.6,2,B,0.0,3,B,13.1,4,B,37,5,B,330,6,B,0.0,6,D,0.0,7,B,*,8,B,22,9,B,100.0,10,B,23.4,#48
ST001,6,11.00.00,03,09,2018,0,M13,1,B,25.0,1,C,24.6,1,D,25.5,2,B,0.0,3,B,13.1,4,B,35,5,B,332,6,B,0.0,6,D,0.0,7,B,*,8,B,23,9,B,100.0,10,B,23.9,#48
ST001,6,11.15.00,03,09,2018,0,M13,1,B,25.9,1,C,25.6,1,D,26.2,2,B,0.0,3,B,13.1,4,B,28,5,B,330,6,B,0.0,6,D,0.0,7,B,*,8,B,24,9,B,100.0,10,B,24.9,#48
ST001,6,11.30.00,03,09,2018,0,M13,1,B,26.4,1,C,26.2,1,D,26.6,2,B,0.0,3,B,13.1,4,B,25,5,B,344,6,B,0.0,6,D,0.0,7,B,*,8,B,24,9,B,100.0,10,B,25.4,#48
ST001,6,11.45.00,03,09,2018,0,M13,1,B,26.8,1,C,26.6,1,D,27.0,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.46.00,03,09,2018,0,M13,1,B,27.0,1,C,27.0,1,D,27.0,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.47.00,03,09,2018,0,M13,1,B,27.0,1,C,27.0,1,D,27.0,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.48.00,03,09,2018,0,M13,1,B,27.0,1,C,27.0,1,D,27.1,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.49.00,03,09,2018,0,M13,1,B,27.1,1,C,27.1,1,D,27.1,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.50.00,03,09,2018,0,M13,1,B,27.1,1,C,27.1,1,D,27.1,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.51.00,03,09,2018,0,M13,1,B,27.1,1,C,27.1,1,D,27.1,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.52.00,03,09,2018,0,M13,1,B,27.2,1,C,27.1,1,D,27.2,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.53.00,03,09,2018,0,M13,1,B,27.2,1,C,27.2,1,D,27.2,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
ST001,6,11.54.00,03,09,2018,0,M13,1,B,27.2,1,C,27.2,1,D,27.2,2,B,0.0,3,B,13.1,4,B,*,5,B,180,6,B,0.0,6,D,0.0,7,B,*,8,B,*,9,B,100.0,10,B,*,#48
